type,cost,datetime,timestamp,symbol,price,amount
,234.6063291,2024-03-22T22:16:34.000Z,1711145794000,DOGE/USDT,0.14989,1565.19
,495.0415918,2024-03-22T22:16:34.000Z,1711145794000,DOGE/USDT,0.14987,3303.14
,118.795086,2024-03-22T22:16:37.000Z,1711145797000,DOGE/USDT,0.14985,792.76
,12.656331,2024-03-22T22:16:37.000Z,1711145797000,DOGE/USDT,0.14985,84.46
,235.0180464,2024-03-22T22:16:40.000Z,1711145800000,DOGE/USDT,0.14984,1568.46
,15.9849312,2024-03-22T22:16:40.000Z,1711145800000,DOGE/USDT,0.14984,106.68
,262.0161919,2024-03-22T22:16:41.000Z,1711145801000,DOGE/USDT,0.14981,1748.99
,41.6722179,2024-03-22T22:16:41.000Z,1711145801000,DOGE/USDT,0.14983,278.13
,46.5879138,2024-03-22T22:16:41.000Z,1711145801000,DOGE/USDT,0.14981,310.98
,316.3095936,2024-03-22T22:16:43.000Z,1711145803000,DOGE/USDT,0.14976,2112.11
,167.7896064,2024-03-22T22:16:43.000Z,1711145803000,DOGE/USDT,0.14976,1120.39
,23.978177,2024-03-22T22:16:43.000Z,1711145803000,DOGE/USDT,0.14977,160.1
,684.472133,2024-03-22T22:16:47.000Z,1711145807000,DOGE/USDT,0.14978,4569.85
,73.010261,2024-03-22T22:16:47.000Z,1711145807000,DOGE/USDT,0.14978,487.45
,19.1930255,2024-03-22T22:16:49.000Z,1711145809000,DOGE/USDT,0.14977,128.15
,21.0998634,2024-03-22T22:16:49.000Z,1711145809000,DOGE/USDT,0.14974,140.91
,614.9900671,2024-03-22T22:16:49.000Z,1711145809000,DOGE/USDT,0.14977,4106.23
,31.8494592,2024-03-22T22:16:50.000Z,1711145810000,DOGE/USDT,0.14976,212.67
,319.6058112,2024-03-22T22:16:50.000Z,1711145810000,DOGE/USDT,0.14976,2134.12
,31.9549272,2024-03-22T22:16:51.000Z,1711145811000,DOGE/USDT,0.14977,213.36
,33.7132175,2024-03-22T22:16:51.000Z,1711145811000,DOGE/USDT,0.14975,225.13
,38.0101283,2024-03-22T22:16:51.000Z,1711145811000,DOGE/USDT,0.14977,253.79
,12.4051305,2024-03-22T22:16:52.000Z,1711145812000,DOGE/USDT,0.14973,82.85
,172.1475756,2024-03-22T22:16:52.000Z,1711145812000,DOGE/USDT,0.14973,1149.72
,632.791152,2024-03-22T22:16:53.000Z,1711145813000,DOGE/USDT,0.1498,4224.24
,67.6362188,2024-03-22T22:16:53.000Z,1711145813000,DOGE/USDT,0.14981,451.48
,222.008094,2024-03-22T22:16:53.000Z,1711145813000,DOGE/USDT,0.1498,1482.03
,28.8726606,2024-03-22T22:16:54.000Z,1711145814000,DOGE/USDT,0.14977,192.78
,251.944803,2024-03-22T22:17:02.000Z,1711145822000,DOGE/USDT,0.14982,1681.65
,16.6079366,2024-03-22T22:17:02.000Z,1711145822000,DOGE/USDT,0.14981,110.86
,56.4431868,2024-03-22T22:17:02.000Z,1711145822000,DOGE/USDT,0.14982,376.74
,300.23928,2024-03-22T22:17:03.000Z,1711145823000,DOGE/USDT,0.14982,2004.0
,42.7827398,2024-03-22T22:17:03.000Z,1711145823000,DOGE/USDT,0.14981,285.58
,1355.5524641,2024-03-22T22:17:03.000Z,1711145823000,DOGE/USDT,0.14983,9047.27
,227.4385458,2024-03-22T22:17:03.000Z,1711145823000,DOGE/USDT,0.14981,1518.18
,1392.5754571,2024-03-22T22:17:03.000Z,1711145823000,DOGE/USDT,0.14983,9294.37
,130.886252,2024-03-22T22:17:06.000Z,1711145826000,DOGE/USDT,0.1498,873.74
,118.942698,2024-03-22T22:17:06.000Z,1711145826000,DOGE/USDT,0.1498,794.01
,60.8010624,2024-03-22T22:17:09.000Z,1711145829000,DOGE/USDT,0.14976,405.99
,206.8990925,2024-03-22T22:17:11.000Z,1711145831000,DOGE/USDT,0.14975,1381.63
,177.3773775,2024-03-22T22:17:11.000Z,1711145831000,DOGE/USDT,0.14975,1184.49
,58.114368,2024-03-22T22:17:15.000Z,1711145835000,DOGE/USDT,0.14976,388.05
,110.8059264,2024-03-22T22:17:15.000Z,1711145835000,DOGE/USDT,0.14976,739.89
,113.1853989,2024-03-22T22:17:16.000Z,1711145836000,DOGE/USDT,0.14973,755.93
,175.5254844,2024-03-22T22:17:16.000Z,1711145836000,DOGE/USDT,0.14973,1172.28
,55.4172766,2024-03-22T22:17:17.000Z,1711145837000,DOGE/USDT,0.14974,370.09
,23.3085284,2024-03-22T22:17:17.000Z,1711145837000,DOGE/USDT,0.14974,155.66
,27.7112375,2024-03-22T22:17:19.000Z,1711145839000,DOGE/USDT,0.14975,185.05
,113.764965,2024-03-22T22:17:21.000Z,1711145841000,DOGE/USDT,0.14974,759.75
,8.1997624,2024-03-22T22:17:21.000Z,1711145841000,DOGE/USDT,0.14974,54.76
,89.4351925,2024-03-22T22:17:22.000Z,1711145842000,DOGE/USDT,0.14975,597.23
,17.1388875,2024-03-22T22:17:22.000Z,1711145842000,DOGE/USDT,0.14975,114.45
,234.5159875,2024-03-22T22:17:23.000Z,1711145843000,DOGE/USDT,0.14975,1566.05
,6747.5299736,2024-03-22T22:17:23.000Z,1711145843000,DOGE/USDT,0.14974,45061.64
,757.3980625,2024-03-22T22:17:23.000Z,1711145843000,DOGE/USDT,0.14975,5057.75
,297.9654912,2024-03-22T22:17:24.000Z,1711145844000,DOGE/USDT,0.14976,1989.62
,31.540345,2024-03-22T22:17:24.000Z,1711145844000,DOGE/USDT,0.14975,210.62
,617.1654528,2024-03-22T22:17:24.000Z,1711145844000,DOGE/USDT,0.14976,4121.03
,302.2746332,2024-03-22T22:17:27.000Z,1711145847000,DOGE/USDT,0.14981,2017.72
,169.5339846,2024-03-22T22:17:27.000Z,1711145847000,DOGE/USDT,0.14981,1131.66
,289.2579711,2024-03-22T22:17:29.000Z,1711145849000,DOGE/USDT,0.14979,1931.09
,576.117318,2024-03-22T22:17:29.000Z,1711145849000,DOGE/USDT,0.1498,3845.91
,494.844826,2024-03-22T22:17:29.000Z,1711145849000,DOGE/USDT,0.1498,3303.37
,352.8593152,2024-03-22T22:17:36.000Z,1711145856000,DOGE/USDT,0.14974,2356.48
,29.0332603,2024-03-22T22:17:38.000Z,1711145858000,DOGE/USDT,0.14971,193.93
,1065.2510904,2024-03-22T22:17:39.000Z,1711145859000,DOGE/USDT,0.14973,7114.48
,759.7060632,2024-03-22T22:17:39.000Z,1711145859000,DOGE/USDT,0.14973,5073.84
,83.9734736,2024-03-22T22:17:43.000Z,1711145863000,DOGE/USDT,0.14968,561.02
,62.648564,2024-03-22T22:17:43.000Z,1711145863000,DOGE/USDT,0.14968,418.55
,98.7807033,2024-03-22T22:17:44.000Z,1711145864000,DOGE/USDT,0.14967,659.99
,205.4280618,2024-03-22T22:17:44.000Z,1711145864000,DOGE/USDT,0.14967,1372.54
,46.804936,2024-03-22T22:17:45.000Z,1711145865000,DOGE/USDT,0.14968,312.7
,86.1906906,2024-03-22T22:17:45.000Z,1711145865000,DOGE/USDT,0.14966,575.91
,67.704618,2024-03-22T22:17:48.000Z,1711145868000,DOGE/USDT,0.14964,452.45
,206.4268836,2024-03-22T22:17:48.000Z,1711145868000,DOGE/USDT,0.14964,1379.49
,543.3237795,2024-03-22T22:17:48.000Z,1711145868000,DOGE/USDT,0.14965,3630.63
,566.274295,2024-03-22T22:17:49.000Z,1711145869000,DOGE/USDT,0.14962,3784.75
,971.5110878,2024-03-22T22:17:49.000Z,1711145869000,DOGE/USDT,0.14962,6493.19
,41.4748842,2024-03-22T22:17:50.000Z,1711145870000,DOGE/USDT,0.14961,277.22
,32.0075634,2024-03-22T22:17:50.000Z,1711145870000,DOGE/USDT,0.14961,213.94
,39.9134772,2024-03-22T22:17:53.000Z,1711145873000,DOGE/USDT,0.14964,266.73
,60.6417939,2024-03-22T22:17:54.000Z,1711145874000,DOGE/USDT,0.14967,405.17
,302.703896,2024-03-22T22:17:55.000Z,1711145875000,DOGE/USDT,0.14972,2021.8
,690.7017788,2024-03-22T22:17:55.000Z,1711145875000,DOGE/USDT,0.14972,4613.29
,20.5827676,2024-03-22T22:17:57.000Z,1711145877000,DOGE/USDT,0.14978,137.42
,53.9148088,2024-03-22T22:17:57.000Z,1711145877000,DOGE/USDT,0.14978,359.96
,7.702716,2024-03-22T22:17:58.000Z,1711145878000,DOGE/USDT,0.1498,51.42
,302.1847472,2024-03-22T22:17:59.000Z,1711145879000,DOGE/USDT,0.14981,2017.12
,988.419348,2024-03-22T22:18:00.000Z,1711145880000,DOGE/USDT,0.1498,6598.26
,69.9587075,2024-03-22T22:18:04.000Z,1711145884000,DOGE/USDT,0.14975,467.17
,343.0757525,2024-03-22T22:18:04.000Z,1711145884000,DOGE/USDT,0.14975,2290.99
,28.0283332,2024-03-22T22:18:08.000Z,1711145888000,DOGE/USDT,0.14974,187.18
,12.5205556,2024-03-22T22:18:09.000Z,1711145889000,DOGE/USDT,0.14966,83.66
,271.529262,2024-03-22T22:18:10.000Z,1711145890000,DOGE/USDT,0.14964,1814.55
,26.8511035,2024-03-22T22:18:10.000Z,1711145890000,DOGE/USDT,0.14963,179.45
,348.1419492,2024-03-22T22:18:10.000Z,1711145890000,DOGE/USDT,0.14964,2326.53
,18.177615,2024-03-22T22:18:11.000Z,1711145891000,DOGE/USDT,0.14961,121.5
,178.3903332,2024-03-22T22:18:13.000Z,1711145893000,DOGE/USDT,0.14964,1192.13
,31.7175677,2024-03-22T22:18:13.000Z,1711145893000,DOGE/USDT,0.14959,212.03
,77.745462,2024-03-22T22:18:13.000Z,1711145893000,DOGE/USDT,0.14964,519.55
,33.6031598,2024-03-22T22:18:14.000Z,1711145894000,DOGE/USDT,0.14966,224.53
,42.71011,2024-03-22T22:18:14.000Z,1711145894000,DOGE/USDT,0.14965,285.4
,92.75307,2024-03-22T22:18:15.000Z,1711145895000,DOGE/USDT,0.14965,619.8
,85.1643185,2024-03-22T22:18:15.000Z,1711145895000,DOGE/USDT,0.14965,569.09
,242.003823,2024-03-22T22:18:18.000Z,1711145898000,DOGE/USDT,0.14969,1616.7
,98.002043,2024-03-22T22:18:18.000Z,1711145898000,DOGE/USDT,0.14969,654.7
,581.8748628,2024-03-22T22:18:20.000Z,1711145900000,DOGE/USDT,0.14971,3886.68
,1860.7484168,2024-03-22T22:18:24.000Z,1711145904000,DOGE/USDT,0.14968,12431.51
,3780.377952,2024-03-22T22:18:24.000Z,1711145904000,DOGE/USDT,0.14968,25256.4
,214.3212475,2024-03-22T22:18:32.000Z,1711145912000,DOGE/USDT,0.14965,1432.15
,106.1699665,2024-03-22T22:18:33.000Z,1711145913000,DOGE/USDT,0.14963,709.55
,43.1444232,2024-03-22T22:18:36.000Z,1711145916000,DOGE/USDT,0.14962,288.36
,38.0004876,2024-03-22T22:18:36.000Z,1711145916000,DOGE/USDT,0.14962,253.98
,37.7197548,2024-03-22T22:18:39.000Z,1711145919000,DOGE/USDT,0.14964,252.07
,489.7890739,2024-03-22T22:18:39.000Z,1711145919000,DOGE/USDT,0.14959,3274.21
,189.6327864,2024-03-22T22:18:39.000Z,1711145919000,DOGE/USDT,0.14964,1267.26
,609.1110333,2024-03-22T22:18:39.000Z,1711145919000,DOGE/USDT,0.14959,4071.87
,130.7134746,2024-03-22T22:18:43.000Z,1711145923000,DOGE/USDT,0.14958,873.87
,7.7078574,2024-03-22T22:18:43.000Z,1711145923000,DOGE/USDT,0.14958,51.53
,26.4834136,2024-03-22T22:18:44.000Z,1711145924000,DOGE/USDT,0.14959,177.04
,795.025179,2024-03-22T22:18:45.000Z,1711145925000,DOGE/USDT,0.14958,5315.05
,22.2649522,2024-03-22T22:18:45.000Z,1711145925000,DOGE/USDT,0.14962,148.81
,284.4802188,2024-03-22T22:18:45.000Z,1711145925000,DOGE/USDT,0.14958,1901.86
,23.6401272,2024-03-22T22:18:46.000Z,1711145926000,DOGE/USDT,0.14964,157.98
,102.6835875,2024-03-22T22:18:49.000Z,1711145929000,DOGE/USDT,0.14963,686.25
,18.5331718,2024-03-22T22:18:49.000Z,1711145929000,DOGE/USDT,0.14963,123.86
,1101.902736,2024-03-22T22:18:50.000Z,1711145930000,DOGE/USDT,0.1496,7365.66
,373.64844,2024-03-22T22:18:50.000Z,1711145930000,DOGE/USDT,0.1496,2497.65
,630.5074074,2024-03-22T22:18:52.000Z,1711145932000,DOGE/USDT,0.14961,4214.34
,120.6679455,2024-03-22T22:18:52.000Z,1711145932000,DOGE/USDT,0.14961,806.55
,159.0470798,2024-03-22T22:18:54.000Z,1711145934000,DOGE/USDT,0.14959,1063.22
,74.967552,2024-03-22T22:18:54.000Z,1711145934000,DOGE/USDT,0.1496,501.12
,90.243208,2024-03-22T22:18:54.000Z,1711145934000,DOGE/USDT,0.1496,603.23
,127.1036312,2024-03-22T22:18:54.000Z,1711145934000,DOGE/USDT,0.14959,849.68
,71.1731556,2024-03-22T22:18:55.000Z,1711145935000,DOGE/USDT,0.14958,475.82
,318.5635666,2024-03-22T22:18:57.000Z,1711145937000,DOGE/USDT,0.14954,2130.29
,9.4212552,2024-03-22T22:18:57.000Z,1711145937000,DOGE/USDT,0.14952,63.01
,169.1252538,2024-03-22T22:18:57.000Z,1711145937000,DOGE/USDT,0.14954,1130.97
,35.942204,2024-03-22T22:18:57.000Z,1711145937000,DOGE/USDT,0.14951,240.4
,120.3426672,2024-03-22T22:18:57.000Z,1711145937000,DOGE/USDT,0.14952,804.86
,83.6643627,2024-03-22T22:19:00.000Z,1711145940000,DOGE/USDT,0.14943,559.89
,116.8052928,2024-03-22T22:19:00.000Z,1711145940000,DOGE/USDT,0.14944,781.62
,411.4725792,2024-03-22T22:19:00.000Z,1711145940000,DOGE/USDT,0.14944,2753.43
,36.8007326,2024-03-22T22:19:01.000Z,1711145941000,DOGE/USDT,0.14939,246.34
,36.65529,2024-03-22T22:19:01.000Z,1711145941000,DOGE/USDT,0.1494,245.35
,50.6372344,2024-03-22T22:19:01.000Z,1711145941000,DOGE/USDT,0.14939,338.96
,27.5889922,2024-03-22T22:19:02.000Z,1711145942000,DOGE/USDT,0.14938,184.69
,30.1125423,2024-03-22T22:19:02.000Z,1711145942000,DOGE/USDT,0.14939,201.57
,25.0075254,2024-03-22T22:19:02.000Z,1711145942000,DOGE/USDT,0.14937,167.42
,116.2146524,2024-03-22T22:19:02.000Z,1711145942000,DOGE/USDT,0.14938,777.98
,238.8556324,2024-03-22T22:19:03.000Z,1711145943000,DOGE/USDT,0.14938,1598.98
,251.5077123,2024-03-22T22:19:03.000Z,1711145943000,DOGE/USDT,0.14937,1683.79
,34.7963992,2024-03-22T22:19:03.000Z,1711145943000,DOGE/USDT,0.14936,232.97
,145.0502205,2024-03-22T22:19:03.000Z,1711145943000,DOGE/USDT,0.14939,970.95
,155.1416568,2024-03-22T22:19:03.000Z,1711145943000,DOGE/USDT,0.14937,1038.64
,163.1428434,2024-03-22T22:19:03.000Z,1711145943000,DOGE/USDT,0.14939,1092.06
,55.0585768,2024-03-22T22:19:03.000Z,1711145943000,DOGE/USDT,0.14936,368.63
,82.5309562,2024-03-22T22:19:03.000Z,1711145943000,DOGE/USDT,0.14938,552.49
,574.785126,2024-03-22T22:19:04.000Z,1711145944000,DOGE/USDT,0.1494,3847.29
,167.29812,2024-03-22T22:19:04.000Z,1711145944000,DOGE/USDT,0.1494,1119.8
,250.238912,2024-03-22T22:19:05.000Z,1711145945000,DOGE/USDT,0.14935,1675.52
,39.1285972,2024-03-22T22:19:05.000Z,1711145945000,DOGE/USDT,0.14938,261.94
,54.0702166,2024-03-22T22:19:05.000Z,1711145945000,DOGE/USDT,0.14939,361.94
,108.1624818,2024-03-22T22:19:05.000Z,1711145945000,DOGE/USDT,0.14934,724.27
,26.0015874,2024-03-22T22:19:05.000Z,1711145945000,DOGE/USDT,0.14934,174.11
,47.943511,2024-03-22T22:19:05.000Z,1711145945000,DOGE/USDT,0.14938,320.95
,118.216499,2024-03-22T22:19:05.000Z,1711145945000,DOGE/USDT,0.14935,791.54
,86.3231931,2024-03-22T22:19:06.000Z,1711145946000,DOGE/USDT,0.14933,578.07
,86.7710202,2024-03-22T22:19:06.000Z,1711145946000,DOGE/USDT,0.14934,581.03
,111.761592,2024-03-22T22:19:06.000Z,1711145946000,DOGE/USDT,0.14935,748.32
,35.9795702,2024-03-22T22:19:06.000Z,1711145946000,DOGE/USDT,0.14933,240.94
,98.6322335,2024-03-22T22:19:06.000Z,1711145946000,DOGE/USDT,0.14935,660.41
,36.0865176,2024-03-22T22:19:07.000Z,1711145947000,DOGE/USDT,0.14934,241.64
,58.5875754,2024-03-22T22:19:07.000Z,1711145947000,DOGE/USDT,0.14934,392.31
,866.4753786,2024-03-22T22:19:08.000Z,1711145948000,DOGE/USDT,0.14933,5802.42
,721.1817685,2024-03-22T22:19:08.000Z,1711145948000,DOGE/USDT,0.14933,4829.45
,55.5672096,2024-03-22T22:19:09.000Z,1711145949000,DOGE/USDT,0.14931,372.16
,56.3143054,2024-03-22T22:19:09.000Z,1711145949000,DOGE/USDT,0.14926,377.29
,85.5754725,2024-03-22T22:19:10.000Z,1711145950000,DOGE/USDT,0.14925,573.37
,41.816865,2024-03-22T22:19:10.000Z,1711145950000,DOGE/USDT,0.14925,280.18
,49.6617872,2024-03-22T22:19:10.000Z,1711145950000,DOGE/USDT,0.14926,332.72
,103.1998566,2024-03-22T22:19:11.000Z,1711145951000,DOGE/USDT,0.14926,691.41
,599.2505406,2024-03-22T22:19:11.000Z,1711145951000,DOGE/USDT,0.14926,4014.81
,1021.9124435,2024-03-22T22:19:14.000Z,1711145954000,DOGE/USDT,0.14929,6845.15
,608.0223404,2024-03-22T22:19:14.000Z,1711145954000,DOGE/USDT,0.14929,4072.76
,229.9245818,2024-03-22T22:19:15.000Z,1711145955000,DOGE/USDT,0.14926,1540.43
,10.2811436,2024-03-22T22:19:15.000Z,1711145955000,DOGE/USDT,0.14924,68.89
,113.1178323,2024-03-22T22:19:16.000Z,1711145956000,DOGE/USDT,0.14923,758.01
,253.8694782,2024-03-22T22:19:17.000Z,1711145957000,DOGE/USDT,0.14922,1701.31
,273.9653878,2024-03-22T22:19:17.000Z,1711145957000,DOGE/USDT,0.14923,1835.86
,48.5815554,2024-03-22T22:19:17.000Z,1711145957000,DOGE/USDT,0.14922,325.57
,521.9975862,2024-03-22T22:19:17.000Z,1711145957000,DOGE/USDT,0.14923,3497.94
,18.0276228,2024-03-22T22:19:18.000Z,1711145958000,DOGE/USDT,0.14926,120.78
,25.1508863,2024-03-22T22:19:19.000Z,1711145959000,DOGE/USDT,0.14929,168.47
,52.2783722,2024-03-22T22:19:19.000Z,1711145959000,DOGE/USDT,0.14929,350.18
,29.1915981,2024-03-22T22:19:20.000Z,1711145960000,DOGE/USDT,0.14931,195.51
,29.1935532,2024-03-22T22:19:20.000Z,1711145960000,DOGE/USDT,0.14932,195.51
,97.5543024,2024-03-22T22:19:21.000Z,1711145961000,DOGE/USDT,0.14933,653.28
,139.0322032,2024-03-22T22:19:21.000Z,1711145961000,DOGE/USDT,0.14933,931.04
,709.8712626,2024-03-22T22:19:22.000Z,1711145962000,DOGE/USDT,0.14934,4753.39
,1165.5673386,2024-03-22T22:19:22.000Z,1711145962000,DOGE/USDT,0.14934,7804.79
,777.3216791,2024-03-22T22:19:23.000Z,1711145963000,DOGE/USDT,0.14929,5206.79
,1751.3687628,2024-03-22T22:19:23.000Z,1711145963000,DOGE/USDT,0.14929,11731.32
,18.5114775,2024-03-22T22:19:25.000Z,1711145965000,DOGE/USDT,0.14925,124.03
,1878.662968,2024-03-22T22:19:26.000Z,1711145966000,DOGE/USDT,0.14924,12588.2
,65.3610525,2024-03-22T22:19:27.000Z,1711145967000,DOGE/USDT,0.14925,437.93
,345.4428432,2024-03-22T22:19:28.000Z,1711145968000,DOGE/USDT,0.14924,2314.68
